"AAWW","Atlas Air Worldwi","5/7/2014","4:00pm",36.32,36.58,36.5999,36.00,286822,"29.81 - 50.98",0.00,N/A,11.33
"ATLS","Atlas Energy, L.P","5/7/2014","4:01pm",43.36,42.88,43.59,42.37,783787,"39.19 - 55.89",1.82,4.32,N/A
"APL","Atlas Pipeline Pa","5/7/2014","4:01pm",32.25,32.00,32.31,31.64,296300,"28.88 - 40.06",2.48,7.75,N/A
"ARP","Atlas Resource Pa","5/7/2014","4:01pm",20.52,20.99,21.22,20.4101,452668,"18.30 - 24.60",2.259,10.87,N/A
"ATML","Atmel Corporation","5/7/2014","4:00pm",7.86,7.76,7.87,7.61,6685151,"6.45 - 8.91",0.00,N/A,119.54
"ATO","Atmos Energy Corp","5/7/2014","4:00pm",51.59,51.12,51.73,51.12,730632,"38.00 - 51.82",1.44,2.81,18.86
"ATW","Atwood Oceanics, ","5/7/2014","4:01pm",47.93,48.03,48.28,47.10,552054,"44.88 - 59.49",0.00,N/A,8.94
"AUO","AU Optronics Corp","5/7/2014","4:00pm",3.80,3.83,3.85,3.775,416210,"2.71 - 4.63",0.00,N/A,15.36
"ADNC","Audience, Inc.","5/7/2014","4:00pm",11.59,11.45,11.81,11.215,101496,"8.86 - 16.91",0.00,N/A,N/A
"AUDC","AudioCodes Ltd.","5/7/2014","4:00pm",5.74,5.87,5.87,5.60,217795,"3.68 - 9.12",0.00,N/A,58.80
"AZC","Augusta Resource ","5/7/2014","4:00pm",2.87,2.89,2.89,2.85,33029,"0.45 - 3.29",0.00,N/A,N/A
"AUQ","AuRico Gold Inc. ","5/7/2014","4:04pm",4.07,4.21,4.22,4.05,1428852,"3.33 - 5.50",0.12,2.84,N/A
